index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DMBCRX,U20406,DMBCRX,105,Men's and boys' clothing (11),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCICRX,U20406,DCICRX,106,Children's and infants' clothing (12),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOCCRX,U20406,DOCCRX,107,Other clothing materials and footwear (13 and 17),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCSMRX,U20406,DCSMRX,108,Clothing materials,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMICRX,U20406,DMICRX,109,Standard clothing issued to military personnel,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSHURX,U20406,DSHURX,110,Shoes and other footwear,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGOERX,U20406,DGOERX,111,Gasoline and other energy goods,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMFLRX,U20406,DMFLRX,112,"Motor vehicle fuels, lubricants, and fluids (59)",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGASRX,U20406,DGASRX,113,Gasoline and other motor fuel,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLUBRX,U20406,DLUBRX,114,Lubricants and fluids,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFULRX,U20406,DFULRX,115,Fuel oil and other fuels (29),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOILRX,U20406,DOILRX,116,Fuel oil,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLPFRX,U20406,DLPFRX,117,Other fuels,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DONGRX,U20406,DONGRX,118,Other nondurable goods,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPHMRX,U20406,DPHMRX,119,Pharmaceutical and other medical products (40 and 41),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPNPRX,U20406,DPNPRX,120,Pharmaceutical products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRXDRX,U20406,DRXDRX,121,Prescription drugs,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNRDRX,U20406,DNRDRX,122,Nonprescription drugs,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMPRX,U20406,DOMPRX,123,Other medical products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREIRX,U20406,DREIRX,124,"Recreational items (parts of 80, 92, and 93)",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DDOLRX,U20406,DDOLRX,125,"Games, toys, and hobbies",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPRPRX,U20406,DPRPRX,126,Pets and related products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFLORX,U20406,DFLORX,127,"Flowers, seeds, and potted plants",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFLMRX,U20406,DFLMRX,128,Film and photographic supplies,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHOURX,U20406,DHOURX,129,Household supplies (parts of 32 and 36),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCLERX,U20406,DCLERX,130,Household cleaning products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPAPRX,U20406,DPAPRX,131,Household paper products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLINRX,U20406,DLINRX,132,Household linens,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSEWRX,U20406,DSEWRX,133,Sewing items,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMHPRX,U20406,DMHPRX,134,Miscellaneous household products,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOPCRX,U20406,DOPCRX,135,Personal care products (part of 118),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOPHRX,U20406,DOPHRX,136,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCOSRX,U20406,DCOSRX,137,Cosmetic / perfumes / bath / nail preparations and implements,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DEAPRX,U20406,DEAPRX,138,Electric appliances for personal care,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTOBRX,U20406,DTOBRX,139,Tobacco (127),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNEWRX,U20406,DNEWRX,140,"Magazines, newspapers, and stationery (part of 90)",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMAGRX,U20406,DMAGRX,141,Newspapers and periodicals,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSTYRX,U20406,DSTYRX,142,Stationery and miscellaneous printed materials,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNFRRX,U20406,DNFRRX,143,Net expenditures abroad by U.S. residents (131),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DABDRX,U20406,DABDRX,144,Expenditures abroad by U.S. residents,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DARTRX,U20406,DARTRX,145,Government employees' expenditures abroad,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DARSRX,U20406,DARSRX,146,Private employees' expenditures abroad,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREMRX,U20406,DREMRX,147,Less: Personal remittances in kind to nonresidents,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSERRX,U20406,DSERRX,148,Services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHCERX,U20406,DHCERX,149,Household consumption expenditures (for services),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHUTRX,U20406,DHUTRX,150,Housing and utilities,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHSGRX,U20406,DHSGRX,151,Housing,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTENRX,U20406,DTENRX,152,Rental of tenant-occupied nonfarm housing (20),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTMHRX,U20406,DTMHRX,153,Tenant-occupied mobile homes,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTSPRX,U20406,DTSPRX,154,Tenant-occupied stationary homes,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTLDRX,U20406,DTLDRX,155,Tenant landlord durables,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOWNRX,U20406,DOWNRX,156,Imputed rental of owner-occupied nonfarm housing (21),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMHRX,U20406,DOMHRX,157,Owner-occupied mobile homes,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOSTRX,U20406,DOSTRX,158,Owner-occupied stationary homes,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFARRX,U20406,DFARRX,159,Rental value of farm dwellings (22),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGRHRX,U20406,DGRHRX,160,Group housing (23),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DUTLRX,U20406,DUTLRX,161,Household utilities,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWRSRX,U20406,DWRSRX,162,Water supply and sanitation (25),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWSMRX,U20406,DWSMRX,163,Water supply and sewage maintenance,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREFRX,U20406,DREFRX,164,Garbage and trash collection,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DELGRX,U20406,DELGRX,165,Electricity and gas,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DELCRX,U20406,DELCRX,166,Electricity (27),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGHERX,U20406,DGHERX,167,Natural gas (28),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHLCRX,U20406,DHLCRX,168,Health care,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOUTRX,U20406,DOUTRX,169,Outpatient services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPHYRX,U20406,DPHYRX,170,Physician services (44),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DDENRX,U20406,DDENRX,171,Dental services (45),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPMSRX,U20406,DPMSRX,172,Paramedical services (46),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHHCRX,U20406,DHHCRX,173,Home health care,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMLBRX,U20406,DMLBRX,174,Medical laboratories,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMDRX,U20406,DOMDRX,175,Other professional medical services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMSRX,U20406,DOMSRX,176,Specialty outpatient care facilities and health and allied services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMORX,U20406,DOMORX,177,All other professional medical services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHPNRX,U20406,DHPNRX,178,Hospital and nursing home services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHSPRX,U20406,DHSPRX,179,Hospitals (51),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNPHRX,U20406,DNPHRX,180,Nonprofit hospitals' services to households,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFPHRX,U20406,DFPHRX,181,Proprietary hospitals,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGVHRX,U20406,DGVHRX,182,Government hospitals,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNRSRX,U20406,DNRSRX,183,Nursing homes (52),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNPNRX,U20406,DNPNRX,184,Nonprofit nursing homes' services to households,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFPNRX,U20406,DFPNRX,185,Proprietary and government nursing homes,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTRSRX,U20406,DTRSRX,186,Transportation services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVSRX,U20406,DMVSRX,187,Motor vehicle services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVMRRX,U20406,DVMRRX,188,Motor vehicle maintenance and repair (60),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOVSRX,U20406,DOVSRX,189,Other motor vehicle services (61),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVLRX,U20406,DMVLRX,190,Motor vehicle leasing,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DALERX,U20406,DALERX,191,Auto leasing,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTLERX,U20406,DTLERX,192,Truck leasing,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVRRX,U20406,DMVRRX,193,Motor vehicle rental,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPFTRX,U20406,DPFTRX,194,Parking fees and tolls,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPUBRX,U20406,DPUBRX,195,Public transportation,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGRDRX,U20406,DGRDRX,196,Ground transportation (63),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIRRRX,U20406,DIRRRX,197,Railway transportation,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DROTRX,U20406,DROTRX,198,Road transportation,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIBURX,U20406,DIBURX,199,Intercity buses,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTAXRX,U20406,DTAXRX,200,Taxicabs and ride sharing services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIMTRX,U20406,DIMTRX,201,Intracity mass transit,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DORTRX,U20406,DORTRX,202,Other road transportation service,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAITRX,U20406,DAITRX,203,Air transportation (64),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWATRX,U20406,DWATRX,204,Water transportation (65),Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRCARX,U20406,DRCARX,205,Recreation services,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRLSRX,U20406,DRLSRX,206,"Membership clubs, sports centers, parks, theaters, and museums (82)",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMDFRX,U20406,DMDFRX,207,Membership clubs and participant sports centers,Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DORSRX,U20406,DORSRX,208,"Amusement parks, campgrounds, and related recreational services",Chained Dollars,Level,6,"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars [Millions of chained (2012) dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
