index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DOCCRA,U20403,DOCCRA,107,Other clothing materials and footwear (13 and 17),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCSMRA,U20403,DCSMRA,108,Clothing materials,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMICRA,U20403,DMICRA,109,Standard clothing issued to military personnel,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSHURA,U20403,DSHURA,110,Shoes and other footwear,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGOERA,U20403,DGOERA,111,Gasoline and other energy goods,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMFLRA,U20403,DMFLRA,112,"Motor vehicle fuels, lubricants, and fluids (59)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGASRA,U20403,DGASRA,113,Gasoline and other motor fuel,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLUBRA,U20403,DLUBRA,114,Lubricants and fluids,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFULRA,U20403,DFULRA,115,Fuel oil and other fuels (29),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOILRA,U20403,DOILRA,116,Fuel oil,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLPFRA,U20403,DLPFRA,117,Other fuels,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DONGRA,U20403,DONGRA,118,Other nondurable goods,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPHMRA,U20403,DPHMRA,119,Pharmaceutical and other medical products (40 and 41),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPNPRA,U20403,DPNPRA,120,Pharmaceutical products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRXDRA,U20403,DRXDRA,121,Prescription drugs,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNRDRA,U20403,DNRDRA,122,Nonprescription drugs,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMPRA,U20403,DOMPRA,123,Other medical products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREIRA,U20403,DREIRA,124,"Recreational items (parts of 80, 92, and 93)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDOLRA,U20403,DDOLRA,125,"Games, toys, and hobbies",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPRPRA,U20403,DPRPRA,126,Pets and related products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFLORA,U20403,DFLORA,127,"Flowers, seeds, and potted plants",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFLMRA,U20403,DFLMRA,128,Film and photographic supplies,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHOURA,U20403,DHOURA,129,Household supplies (parts of 32 and 36),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCLERA,U20403,DCLERA,130,Household cleaning products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPAPRA,U20403,DPAPRA,131,Household paper products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLINRA,U20403,DLINRA,132,Household linens,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSEWRA,U20403,DSEWRA,133,Sewing items,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMHPRA,U20403,DMHPRA,134,Miscellaneous household products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOPCRA,U20403,DOPCRA,135,Personal care products (part of 118),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOPHRA,U20403,DOPHRA,136,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCOSRA,U20403,DCOSRA,137,Cosmetic / perfumes / bath / nail preparations and implements,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEAPRA,U20403,DEAPRA,138,Electric appliances for personal care,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTOBRA,U20403,DTOBRA,139,Tobacco (127),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNEWRA,U20403,DNEWRA,140,"Magazines, newspapers, and stationery (part of 90)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMAGRA,U20403,DMAGRA,141,Newspapers and periodicals,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSTYRA,U20403,DSTYRA,142,Stationery and miscellaneous printed materials,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DABDRA,U20403,DABDRA,144,Expenditures abroad by U.S. residents,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DARTRA,U20403,DARTRA,145,Government employees' expenditures abroad,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DARSRA,U20403,DARSRA,146,Private employees' expenditures abroad,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREMRA,U20403,DREMRA,147,Less: Personal remittances in kind to nonresidents,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSERRA,U20403,DSERRA,148,Services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHCERA,U20403,DHCERA,149,Household consumption expenditures (for services),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHUTRA,U20403,DHUTRA,150,Housing and utilities,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHSGRA,U20403,DHSGRA,151,Housing,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTENRA,U20403,DTENRA,152,Rental of tenant-occupied nonfarm housing (20),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTMHRA,U20403,DTMHRA,153,Tenant-occupied mobile homes,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTSPRA,U20403,DTSPRA,154,Tenant-occupied stationary homes,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTLDRA,U20403,DTLDRA,155,Tenant landlord durables,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOWNRA,U20403,DOWNRA,156,Imputed rental of owner-occupied nonfarm housing (21),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMHRA,U20403,DOMHRA,157,Owner-occupied mobile homes,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOSTRA,U20403,DOSTRA,158,Owner-occupied stationary homes,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFARRA,U20403,DFARRA,159,Rental value of farm dwellings (22),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRHRA,U20403,DGRHRA,160,Group housing (23),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTLRA,U20403,DUTLRA,161,Household utilities,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWRSRA,U20403,DWRSRA,162,Water supply and sanitation (25),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWSMRA,U20403,DWSMRA,163,Water supply and sewage maintenance,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREFRA,U20403,DREFRA,164,Garbage and trash collection,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DELGRA,U20403,DELGRA,165,Electricity and gas,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DELCRA,U20403,DELCRA,166,Electricity (27),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGHERA,U20403,DGHERA,167,Natural gas (28),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHLCRA,U20403,DHLCRA,168,Health care,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOUTRA,U20403,DOUTRA,169,Outpatient services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPHYRA,U20403,DPHYRA,170,Physician services (44),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDENRA,U20403,DDENRA,171,Dental services (45),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPMSRA,U20403,DPMSRA,172,Paramedical services (46),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHHCRA,U20403,DHHCRA,173,Home health care,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMLBRA,U20403,DMLBRA,174,Medical laboratories,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMDRA,U20403,DOMDRA,175,Other professional medical services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMSRA,U20403,DOMSRA,176,Specialty outpatient care facilities and health and allied services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMORA,U20403,DOMORA,177,All other professional medical services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHPNRA,U20403,DHPNRA,178,Hospital and nursing home services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHSPRA,U20403,DHSPRA,179,Hospitals (51),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNPHRA,U20403,DNPHRA,180,Nonprofit hospitals' services to households,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFPHRA,U20403,DFPHRA,181,Proprietary hospitals,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGVHRA,U20403,DGVHRA,182,Government hospitals,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNRSRA,U20403,DNRSRA,183,Nursing homes (52),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNPNRA,U20403,DNPNRA,184,Nonprofit nursing homes' services to households,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFPNRA,U20403,DFPNRA,185,Proprietary and government nursing homes,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTRSRA,U20403,DTRSRA,186,Transportation services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVSRA,U20403,DMVSRA,187,Motor vehicle services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVMRRA,U20403,DVMRRA,188,Motor vehicle maintenance and repair (60),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOVSRA,U20403,DOVSRA,189,Other motor vehicle services (61),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVLRA,U20403,DMVLRA,190,Motor vehicle leasing,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DALERA,U20403,DALERA,191,Auto leasing,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTLERA,U20403,DTLERA,192,Truck leasing,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVRRA,U20403,DMVRRA,193,Motor vehicle rental,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPFTRA,U20403,DPFTRA,194,Parking fees and tolls,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPUBRA,U20403,DPUBRA,195,Public transportation,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRDRA,U20403,DGRDRA,196,Ground transportation (63),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIRRRA,U20403,DIRRRA,197,Railway transportation,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DROTRA,U20403,DROTRA,198,Road transportation,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIBURA,U20403,DIBURA,199,Intercity buses,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTAXRA,U20403,DTAXRA,200,Taxicabs and ride sharing services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIMTRA,U20403,DIMTRA,201,Intracity mass transit,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DORTRA,U20403,DORTRA,202,Other road transportation service,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAITRA,U20403,DAITRA,203,Air transportation (64),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWATRA,U20403,DWATRA,204,Water transportation (65),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRCARA,U20403,DRCARA,205,Recreation services,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRLSRA,U20403,DRLSRA,206,"Membership clubs, sports centers, parks, theaters, and museums (82)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMDFRA,U20403,DMDFRA,207,Membership clubs and participant sports centers,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DORSRA,U20403,DORSRA,208,"Amusement parks, campgrounds, and related recreational services",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DADMRA,U20403,DADMRA,209,Admissions to specified spectator amusements,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMOVRA,U20403,DMOVRA,210,Motion picture theaters,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLIGRA,U20403,DLIGRA,211,"Live entertainment, excluding sports",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSPERA,U20403,DSPERA,212,Spectator sports,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMUSRA,U20403,DMUSRA,213,Museums and libraries,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
