index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DMFLRG,U20404,DMFLRG,112,"Motor vehicle fuels, lubricants, and fluids (59)",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGASRG,U20404,DGASRG,113,Gasoline and other motor fuel,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLUBRG,U20404,DLUBRG,114,Lubricants and fluids,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFULRG,U20404,DFULRG,115,Fuel oil and other fuels (29),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOILRG,U20404,DOILRG,116,Fuel oil,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLPFRG,U20404,DLPFRG,117,Other fuels,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DONGRG,U20404,DONGRG,118,Other nondurable goods,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPHMRG,U20404,DPHMRG,119,Pharmaceutical and other medical products (40 and 41),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPNPRG,U20404,DPNPRG,120,Pharmaceutical products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRXDRG,U20404,DRXDRG,121,Prescription drugs,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNRDRG,U20404,DNRDRG,122,Nonprescription drugs,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMPRG,U20404,DOMPRG,123,Other medical products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREIRG,U20404,DREIRG,124,"Recreational items (parts of 80, 92, and 93)",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDOLRG,U20404,DDOLRG,125,"Games, toys, and hobbies",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPRPRG,U20404,DPRPRG,126,Pets and related products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFLORG,U20404,DFLORG,127,"Flowers, seeds, and potted plants",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFLMRG,U20404,DFLMRG,128,Film and photographic supplies,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHOURG,U20404,DHOURG,129,Household supplies (parts of 32 and 36),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCLERG,U20404,DCLERG,130,Household cleaning products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPAPRG,U20404,DPAPRG,131,Household paper products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLINRG,U20404,DLINRG,132,Household linens,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSEWRG,U20404,DSEWRG,133,Sewing items,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMHPRG,U20404,DMHPRG,134,Miscellaneous household products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOPCRG,U20404,DOPCRG,135,Personal care products (part of 118),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOPHRG,U20404,DOPHRG,136,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCOSRG,U20404,DCOSRG,137,Cosmetic / perfumes / bath / nail preparations and implements,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEAPRG,U20404,DEAPRG,138,Electric appliances for personal care,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTOBRG,U20404,DTOBRG,139,Tobacco (127),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNEWRG,U20404,DNEWRG,140,"Magazines, newspapers, and stationery (part of 90)",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMAGRG,U20404,DMAGRG,141,Newspapers and periodicals,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSTYRG,U20404,DSTYRG,142,Stationery and miscellaneous printed materials,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DABDRG,U20404,DABDRG,144,Expenditures abroad by U.S. residents,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DARTRG,U20404,DARTRG,145,Government employees' expenditures abroad,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DARSRG,U20404,DARSRG,146,Private employees' expenditures abroad,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREMRG,U20404,DREMRG,147,Less: Personal remittances in kind to nonresidents,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSERRG,U20404,DSERRG,148,Services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHCERG,U20404,DHCERG,149,Household consumption expenditures (for services),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHUTRG,U20404,DHUTRG,150,Housing and utilities,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHSGRG,U20404,DHSGRG,151,Housing,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTENRG,U20404,DTENRG,152,Rental of tenant-occupied nonfarm housing (20),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTMHRG,U20404,DTMHRG,153,Tenant-occupied mobile homes,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTSPRG,U20404,DTSPRG,154,Tenant-occupied stationary homes,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTLDRG,U20404,DTLDRG,155,Tenant landlord durables,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOWNRG,U20404,DOWNRG,156,Imputed rental of owner-occupied nonfarm housing (21),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMHRG,U20404,DOMHRG,157,Owner-occupied mobile homes,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOSTRG,U20404,DOSTRG,158,Owner-occupied stationary homes,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFARRG,U20404,DFARRG,159,Rental value of farm dwellings (22),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRHRG,U20404,DGRHRG,160,Group housing (23),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTLRG,U20404,DUTLRG,161,Household utilities,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWRSRG,U20404,DWRSRG,162,Water supply and sanitation (25),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWSMRG,U20404,DWSMRG,163,Water supply and sewage maintenance,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREFRG,U20404,DREFRG,164,Garbage and trash collection,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DELGRG,U20404,DELGRG,165,Electricity and gas,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DELCRG,U20404,DELCRG,166,Electricity (27),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGHERG,U20404,DGHERG,167,Natural gas (28),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHLCRG,U20404,DHLCRG,168,Health care,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOUTRG,U20404,DOUTRG,169,Outpatient services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPHYRG,U20404,DPHYRG,170,Physician services (44),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDENRG,U20404,DDENRG,171,Dental services (45),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPMSRG,U20404,DPMSRG,172,Paramedical services (46),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHHCRG,U20404,DHHCRG,173,Home health care,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMLBRG,U20404,DMLBRG,174,Medical laboratories,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMDRG,U20404,DOMDRG,175,Other professional medical services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMSRG,U20404,DOMSRG,176,Specialty outpatient care facilities and health and allied services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOMORG,U20404,DOMORG,177,All other professional medical services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHPNRG,U20404,DHPNRG,178,Hospital and nursing home services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHSPRG,U20404,DHSPRG,179,Hospitals (51),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNPHRG,U20404,DNPHRG,180,Nonprofit hospitals' services to households,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFPHRG,U20404,DFPHRG,181,Proprietary hospitals,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGVHRG,U20404,DGVHRG,182,Government hospitals,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNRSRG,U20404,DNRSRG,183,Nursing homes (52),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNPNRG,U20404,DNPNRG,184,Nonprofit nursing homes' services to households,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFPNRG,U20404,DFPNRG,185,Proprietary and government nursing homes,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTRSRG,U20404,DTRSRG,186,Transportation services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVSRG,U20404,DMVSRG,187,Motor vehicle services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVMRRG,U20404,DVMRRG,188,Motor vehicle maintenance and repair (60),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOVSRG,U20404,DOVSRG,189,Other motor vehicle services (61),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVLRG,U20404,DMVLRG,190,Motor vehicle leasing,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DALERG,U20404,DALERG,191,Auto leasing,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTLERG,U20404,DTLERG,192,Truck leasing,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVRRG,U20404,DMVRRG,193,Motor vehicle rental,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPFTRG,U20404,DPFTRG,194,Parking fees and tolls,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPUBRG,U20404,DPUBRG,195,Public transportation,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRDRG,U20404,DGRDRG,196,Ground transportation (63),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIRRRG,U20404,DIRRRG,197,Railway transportation,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DROTRG,U20404,DROTRG,198,Road transportation,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIBURG,U20404,DIBURG,199,Intercity buses,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTAXRG,U20404,DTAXRG,200,Taxicabs and ride sharing services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIMTRG,U20404,DIMTRG,201,Intracity mass transit,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DORTRG,U20404,DORTRG,202,Other road transportation service,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAITRG,U20404,DAITRG,203,Air transportation (64),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWATRG,U20404,DWATRG,204,Water transportation (65),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRCARG,U20404,DRCARG,205,Recreation services,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRLSRG,U20404,DRLSRG,206,"Membership clubs, sports centers, parks, theaters, and museums (82)",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMDFRG,U20404,DMDFRG,207,Membership clubs and participant sports centers,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DORSRG,U20404,DORSRG,208,"Amusement parks, campgrounds, and related recreational services",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DADMRG,U20404,DADMRG,209,Admissions to specified spectator amusements,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMOVRG,U20404,DMOVRG,210,Motion picture theaters,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLIGRG,U20404,DLIGRG,211,"Live entertainment, excluding sports",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSPERG,U20404,DSPERG,212,Spectator sports,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMUSRG,U20404,DMUSRG,213,Museums and libraries,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAVPRG,U20404,DAVPRG,214,"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCTVRG,U20404,DCTVRG,215,"Cable, satellite, and other live television services",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFDVRG,U20404,DFDVRG,216,Photo processing,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPICRG,U20404,DPICRG,217,Photo studios,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAPIRG,U20404,DAPIRG,218,"Repair and rental of audio-visual, photographic, and information processing equipment",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVIDRG,U20404,DVIDRG,219,Video and audio streaming and rental,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
IA000233,U20404,IA000233,220,Video streaming and rental,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
IA000232,U20404,IA000232,221,Audio streaming and radio services (including satellite radio),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGAMRG,U20404,DGAMRG,222,Gambling (91),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCASRG,U20404,DCASRG,223,Casino gambling,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
