index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DPNPRC,U20405,DPNPRC,120,Pharmaceutical products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRXDRC,U20405,DRXDRC,121,Prescription drugs,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNRDRC,U20405,DNRDRC,122,Nonprescription drugs,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMPRC,U20405,DOMPRC,123,Other medical products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREIRC,U20405,DREIRC,124,"Recreational items (parts of 80, 92, and 93)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DDOLRC,U20405,DDOLRC,125,"Games, toys, and hobbies",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPRPRC,U20405,DPRPRC,126,Pets and related products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFLORC,U20405,DFLORC,127,"Flowers, seeds, and potted plants",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFLMRC,U20405,DFLMRC,128,Film and photographic supplies,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHOURC,U20405,DHOURC,129,Household supplies (parts of 32 and 36),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCLERC,U20405,DCLERC,130,Household cleaning products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPAPRC,U20405,DPAPRC,131,Household paper products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLINRC,U20405,DLINRC,132,Household linens,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSEWRC,U20405,DSEWRC,133,Sewing items,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMHPRC,U20405,DMHPRC,134,Miscellaneous household products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOPCRC,U20405,DOPCRC,135,Personal care products (part of 118),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOPHRC,U20405,DOPHRC,136,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCOSRC,U20405,DCOSRC,137,Cosmetic / perfumes / bath / nail preparations and implements,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DEAPRC,U20405,DEAPRC,138,Electric appliances for personal care,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTOBRC,U20405,DTOBRC,139,Tobacco (127),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNEWRC,U20405,DNEWRC,140,"Magazines, newspapers, and stationery (part of 90)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMAGRC,U20405,DMAGRC,141,Newspapers and periodicals,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSTYRC,U20405,DSTYRC,142,Stationery and miscellaneous printed materials,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNFRRC,U20405,DNFRRC,143,Net expenditures abroad by U.S. residents (131),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DABDRC,U20405,DABDRC,144,Expenditures abroad by U.S. residents,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DARTRC,U20405,DARTRC,145,Government employees' expenditures abroad,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DARSRC,U20405,DARSRC,146,Private employees' expenditures abroad,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREMRC,U20405,DREMRC,147,Less: Personal remittances in kind to nonresidents,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSERRC,U20405,DSERRC,148,Services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHCERC,U20405,DHCERC,149,Household consumption expenditures (for services),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHUTRC,U20405,DHUTRC,150,Housing and utilities,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHSGRC,U20405,DHSGRC,151,Housing,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTENRC,U20405,DTENRC,152,Rental of tenant-occupied nonfarm housing (20),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTMHRC,U20405,DTMHRC,153,Tenant-occupied mobile homes,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTSPRC,U20405,DTSPRC,154,Tenant-occupied stationary homes,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTLDRC,U20405,DTLDRC,155,Tenant landlord durables,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOWNRC,U20405,DOWNRC,156,Imputed rental of owner-occupied nonfarm housing (21),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMHRC,U20405,DOMHRC,157,Owner-occupied mobile homes,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOSTRC,U20405,DOSTRC,158,Owner-occupied stationary homes,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFARRC,U20405,DFARRC,159,Rental value of farm dwellings (22),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGRHRC,U20405,DGRHRC,160,Group housing (23),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DUTLRC,U20405,DUTLRC,161,Household utilities,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWRSRC,U20405,DWRSRC,162,Water supply and sanitation (25),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWSMRC,U20405,DWSMRC,163,Water supply and sewage maintenance,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREFRC,U20405,DREFRC,164,Garbage and trash collection,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DELGRC,U20405,DELGRC,165,Electricity and gas,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DELCRC,U20405,DELCRC,166,Electricity (27),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGHERC,U20405,DGHERC,167,Natural gas (28),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHLCRC,U20405,DHLCRC,168,Health care,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOUTRC,U20405,DOUTRC,169,Outpatient services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPHYRC,U20405,DPHYRC,170,Physician services (44),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DDENRC,U20405,DDENRC,171,Dental services (45),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPMSRC,U20405,DPMSRC,172,Paramedical services (46),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHHCRC,U20405,DHHCRC,173,Home health care,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMLBRC,U20405,DMLBRC,174,Medical laboratories,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMDRC,U20405,DOMDRC,175,Other professional medical services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMSRC,U20405,DOMSRC,176,Specialty outpatient care facilities and health and allied services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOMORC,U20405,DOMORC,177,All other professional medical services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHPNRC,U20405,DHPNRC,178,Hospital and nursing home services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHSPRC,U20405,DHSPRC,179,Hospitals (51),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNPHRC,U20405,DNPHRC,180,Nonprofit hospitals' services to households,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFPHRC,U20405,DFPHRC,181,Proprietary hospitals,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGVHRC,U20405,DGVHRC,182,Government hospitals,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNRSRC,U20405,DNRSRC,183,Nursing homes (52),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNPNRC,U20405,DNPNRC,184,Nonprofit nursing homes' services to households,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFPNRC,U20405,DFPNRC,185,Proprietary and government nursing homes,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTRSRC,U20405,DTRSRC,186,Transportation services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVSRC,U20405,DMVSRC,187,Motor vehicle services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVMRRC,U20405,DVMRRC,188,Motor vehicle maintenance and repair (60),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOVSRC,U20405,DOVSRC,189,Other motor vehicle services (61),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVLRC,U20405,DMVLRC,190,Motor vehicle leasing,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DALERC,U20405,DALERC,191,Auto leasing,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTLERC,U20405,DTLERC,192,Truck leasing,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMVRRC,U20405,DMVRRC,193,Motor vehicle rental,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPFTRC,U20405,DPFTRC,194,Parking fees and tolls,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPUBRC,U20405,DPUBRC,195,Public transportation,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGRDRC,U20405,DGRDRC,196,Ground transportation (63),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIRRRC,U20405,DIRRRC,197,Railway transportation,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DROTRC,U20405,DROTRC,198,Road transportation,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIBURC,U20405,DIBURC,199,Intercity buses,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTAXRC,U20405,DTAXRC,200,Taxicabs and ride sharing services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIMTRC,U20405,DIMTRC,201,Intracity mass transit,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DORTRC,U20405,DORTRC,202,Other road transportation service,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAITRC,U20405,DAITRC,203,Air transportation (64),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWATRC,U20405,DWATRC,204,Water transportation (65),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRCARC,U20405,DRCARC,205,Recreation services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRLSRC,U20405,DRLSRC,206,"Membership clubs, sports centers, parks, theaters, and museums (82)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMDFRC,U20405,DMDFRC,207,Membership clubs and participant sports centers,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DORSRC,U20405,DORSRC,208,"Amusement parks, campgrounds, and related recreational services",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DADMRC,U20405,DADMRC,209,Admissions to specified spectator amusements,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMOVRC,U20405,DMOVRC,210,Motion picture theaters,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLIGRC,U20405,DLIGRC,211,"Live entertainment, excluding sports",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSPERC,U20405,DSPERC,212,Spectator sports,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMUSRC,U20405,DMUSRC,213,Museums and libraries,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAVPRC,U20405,DAVPRC,214,"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCTVRC,U20405,DCTVRC,215,"Cable, satellite, and other live television services",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFDVRC,U20405,DFDVRC,216,Photo processing,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPICRC,U20405,DPICRC,217,Photo studios,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAPIRC,U20405,DAPIRC,218,"Repair and rental of audio-visual, photographic, and information processing equipment",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVIDRC,U20405,DVIDRC,219,Video and audio streaming and rental,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
LA000233,U20405,LA000233,220,Video streaming and rental,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
LA000232,U20405,LA000232,221,Audio streaming and radio services (including satellite radio),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGAMRC,U20405,DGAMRC,222,Gambling (91),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCASRC,U20405,DCASRC,223,Casino gambling,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLOTRC,U20405,DLOTRC,224,Lotteries,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPARRC,U20405,DPARRC,225,Pari-mutuel net receipts,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOTRRC,U20405,DOTRRC,226,"Other recreational services (81, 94, and part of 92)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVETRC,U20405,DVETRC,227,Veterinary and other services for pets,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHOLRC,U20405,DHOLRC,228,Package tours,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRRERC,U20405,DRRERC,229,Maintenance and repair of recreational vehicles and sports equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFSARC,U20405,DFSARC,230,Food services and accommodations,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFSERC,U20405,DFSERC,231,Food services,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPMBRC,U20405,DPMBRC,232,Purchased meals and beverages (102),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMABRC,U20405,DMABRC,233,Meals and nonalcoholic beverages,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMSLRC,U20405,DMSLRC,234,Meals at schools,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DESLRC,U20405,DESLRC,235,Elementary and secondary school lunches,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHSLRC,U20405,DHSLRC,236,Higher education school lunches,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOPMRC,U20405,DOPMRC,237,Other purchased meals,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMLSRC,U20405,DMLSRC,238,Meals at limited service eating places,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
